# framepath, x, y, w, h, confidence, classID, className,
04034.png,541.5,440,53,37,0.853516,2,car,
04034.png,640,719,1280,207,0.842285,2,car,
04034.png,628,441,42,35,0.772461,2,car,
04034.png,595.5,424,15,12,0.660645,2,car,
04034.png,660.5,427,19,19,0.556152,2,car,
04034.png,958.5,534,403,391,0.924805,7,truck,
04034.png,573,430,30,35,0.692871,7,truck,
04034.png,1233,433,90,84,0.585938,7,truck,
04035.png,289,521,266,145,0.908203,2,car,
04035.png,541.5,439,53,36,0.870605,2,car,
04035.png,640,719,1280,206,0.851074,2,car,
04035.png,628,440,42,35,0.776855,2,car,
04035.png,595,424,14,12,0.651367,2,car,
04035.png,660.5,426,19,19,0.576172,2,car,
04035.png,960.5,535,401,393,0.92627,7,truck,
04035.png,1236,435,86,101,0.856445,7,truck,
04035.png,573,430,30,35,0.683105,7,truck,
04036.png,290,525,264,149,0.90625,2,car,
04036.png,541.5,439,53,36,0.859863,2,car,
04036.png,640,719,1280,208,0.854004,2,car,
04036.png,628,440,42,35,0.758789,2,car,
04036.png,1173.5,431,39,40,0.614258,2,car,
04036.png,595,424,14,12,0.612793,2,car,
04036.png,660.5,426,19,19,0.574219,2,car,
04036.png,958,535,400,393,0.925293,7,truck,
04036.png,1243,434,74,97,0.783691,7,truck,
04036.png,574.5,429,31,35,0.68457,7,truck,
04036.png,257.5,317,27,30,0.525879,11,stop sign,
04037.png,291,526,262,149,0.903809,2,car,
04037.png,640,719,1280,211,0.867676,2,car,
04037.png,541,439,52,36,0.830078,2,car,
04037.png,628,441,42,35,0.774902,2,car,
04037.png,660,427,20,19,0.661621,2,car,
04037.png,595,424,14,12,0.628418,2,car,
04037.png,106,422,212,66,0.712891,5,bus,
04037.png,961.5,536,403,395,0.927734,7,truck,
04037.png,574,430,30,35,0.655762,7,truck,
04037.png,1248,435,62,77,0.630859,7,truck,
04038.png,292,528,260,151,0.901855,2,car,
04038.png,640,719,1280,212,0.875488,2,car,
04038.png,541,439,52,36,0.851074,2,car,
04038.png,628.5,440,43,35,0.763184,2,car,
04038.png,660,426,20,19,0.644043,2,car,
04038.png,595,423,14,12,0.605469,2,car,
04038.png,961,537,406,397,0.927246,7,truck,
04038.png,575.5,428,35,34,0.695801,7,truck,
04039.png,295.5,533,257,156,0.928223,2,car,
04039.png,640,718,1280,216,0.875488,2,car,
04039.png,542,439,52,36,0.821289,2,car,
04039.png,628,441,42,35,0.751465,2,car,
04039.png,595,424,14,11,0.657715,2,car,
04039.png,958.5,538,409,398,0.929688,7,truck,
04039.png,574.5,430,31,35,0.732422,7,truck,
04039.png,225.5,309,27,32,0.648438,11,stop sign,
04040.png,296,534,256,156,0.935059,2,car,
04040.png,640,718,1280,210,0.875,2,car,
04040.png,541,440,52,36,0.83252,2,car,
04040.png,628,441,42,35,0.748535,2,car,
04040.png,595.5,424,13,11,0.667969,2,car,
04040.png,960.5,537,409,398,0.929688,7,truck,
04040.png,574.5,430,31,35,0.753418,7,truck,
04040.png,214.5,307,29,33,0.581055,11,stop sign,
04041.png,297,535,254,156,0.935059,2,car,
04041.png,640,718,1280,216,0.87793,2,car,
04041.png,541,441,52,36,0.816406,2,car,
04041.png,628.5,443,43,36,0.739258,2,car,
04041.png,594,425,14,12,0.609863,2,car,
04041.png,963.5,539,405,399,0.929688,7,truck,
04041.png,573,432,30,35,0.702637,7,truck,
04041.png,1200.5,434,69,44,0.620117,7,truck,
04041.png,1266.5,434,25,76,0.51416,7,truck,
04041.png,201.5,304,29,34,0.510742,11,stop sign,
04042.png,299.5,532,253,154,0.930664,2,car,
04042.png,640,717,1280,216,0.876465,2,car,
04042.png,542.5,439,51,36,0.809082,2,car,
04042.png,628,440,42,35,0.755371,2,car,
04042.png,595.5,423,15,12,0.583984,2,car,
04042.png,963.5,537,413,398,0.931152,7,truck,
04042.png,573.5,430,31,35,0.730957,7,truck,
04042.png,1208.5,431,69,43,0.550781,7,truck,
04042.png,189,300,30,35,0.578613,11,stop sign,
04043.png,301,535,250,155,0.931641,2,car,
04043.png,640,718,1280,220,0.878418,2,car,
04043.png,542,440,52,36,0.817871,2,car,
04043.png,628.5,442,43,36,0.789551,2,car,
04043.png,595,424,14,11,0.654297,2,car,
04043.png,963.5,538,411,400,0.930664,7,truck,
04043.png,1218.5,434,71,45,0.737793,7,truck,
04043.png,573.5,430,31,35,0.725586,7,truck,
04044.png,303,536,250,153,0.932129,2,car,
04044.png,640,717,1280,224,0.89209,2,car,
04044.png,541.5,441,53,36,0.842285,2,car,
04044.png,628.5,443,43,36,0.766602,2,car,
04044.png,594.5,425,15,12,0.594238,2,car,
04044.png,1178.5,434,31,44,0.520996,2,car,
04044.png,965.5,539,411,400,0.933105,7,truck,
04044.png,573.5,432,29,35,0.693848,7,truck,
04044.png,1228.5,434,71,46,0.651855,7,truck,
04045.png,304.5,534,247,154,0.925781,2,car,
04045.png,640,718,1280,228,0.881348,2,car,
04045.png,542,440,52,36,0.814453,2,car,
04045.png,628,441,42,35,0.75293,2,car,
04045.png,595,424,14,12,0.614258,2,car,
04045.png,660,427,20,19,0.550781,2,car,
04045.png,1185,433,36,45,0.518555,2,car,
04045.png,963,536,418,398,0.932129,7,truck,
04045.png,573,429,30,35,0.722656,7,truck,
04045.png,1236,432,68,46,0.565918,7,truck,
04046.png,305,534,246,153,0.919922,2,car,
04046.png,640,718,1280,240,0.85498,2,car,
04046.png,541,440,52,35,0.802246,2,car,
04046.png,627,441,42,35,0.786621,2,car,
04046.png,595,424,14,12,0.672363,2,car,
04046.png,660,427,20,19,0.642578,2,car,
04046.png,964.5,539,417,403,0.931152,7,truck,
04046.png,1246,434,66,49,0.806641,7,truck,
04046.png,573.5,430,31,36,0.724121,7,truck,
04046.png,1190,434,48,47,0.630859,7,truck,
04047.png,307.5,526,245,146,0.917969,2,car,
04047.png,640,719,1280,215,0.833008,2,car,
04047.png,543.5,440,51,36,0.77002,2,car,
04047.png,628,441,42,35,0.71582,2,car,
04047.png,595,424,14,12,0.655762,2,car,
04047.png,660.5,428,19,19,0.55127,2,car,
04047.png,1196,435,58,47,0.542969,2,car,
04047.png,97,424,192,71,0.825684,5,bus,
04047.png,967,538,414,401,0.935547,7,truck,
04047.png,574.5,430,31,35,0.720703,7,truck,
04047.png,1251,434,56,48,0.560547,7,truck,
04048.png,307.5,527,245,147,0.907227,2,car,
04048.png,640,719,1280,218,0.835938,2,car,
04048.png,543.5,438,51,36,0.804199,2,car,
04048.png,628,440,42,35,0.71582,2,car,
04048.png,660,426,20,19,0.594727,2,car,
04048.png,595,422,14,11,0.545898,2,car,
04048.png,93,424,186,73,0.841797,5,bus,
04048.png,966,537,418,404,0.934082,7,truck,
04048.png,574.5,428,31,35,0.752441,7,truck,
04048.png,1200,433,64,48,0.720703,7,truck,
04048.png,1256.5,433,47,49,0.654785,7,truck,
04049.png,310.5,529,241,147,0.911621,2,car,
04049.png,640,719,1280,222,0.871094,2,car,
04049.png,542.5,441,51,34,0.807617,2,car,
04049.png,628.5,443,43,36,0.792969,2,car,
04049.png,595,425,14,12,0.588379,2,car,
04049.png,966,540,420,404,0.93457,7,truck,
04049.png,574.5,432,31,35,0.695801,7,truck,
04049.png,1206.5,436,75,48,0.665039,7,truck,
04049.png,1261,437,38,49,0.633301,7,truck,
04050.png,312,528,240,150,0.906738,2,car,
04050.png,640,719,1280,211,0.87207,2,car,
04050.png,542,437,52,36,0.845703,2,car,
04050.png,628,439,42,35,0.660156,2,car,
04050.png,594,421,14,12,0.581055,2,car,
04050.png,965.5,535,423,402,0.934082,7,truck,
04050.png,574.5,427,31,35,0.760254,7,truck,
04050.png,1211.5,433,81,49,0.71582,7,truck,
04050.png,1265.5,433,29,50,0.586426,7,truck,
04051.png,313,523,238,143,0.905273,2,car,
04051.png,640,719,1280,211,0.88623,2,car,
04051.png,542,437,52,36,0.820801,2,car,
04051.png,628.5,439,41,36,0.72168,2,car,
04051.png,660.5,425,21,19,0.613281,2,car,
04051.png,594,421,14,12,0.566406,2,car,
04051.png,967.5,537,421,408,0.933105,7,truck,
04051.png,574.5,427,31,35,0.769531,7,truck,
04051.png,1215,433,86,50,0.649902,7,truck,
04052.png,314,521,236,139,0.902832,2,car,
04052.png,640,719,1280,211,0.888184,2,car,
04052.png,627,441,42,36,0.769043,2,car,
04052.png,543.5,439,51,35,0.768066,2,car,
04052.png,660.5,427,19,19,0.580078,2,car,
04052.png,595,424,14,11,0.554688,2,car,
04052.png,968.5,538,425,406,0.9375,7,truck,
04052.png,574,429,30,35,0.72998,7,truck,
04052.png,1221,435,92,50,0.582031,7,truck,
04053.png,315,519,236,141,0.903809,2,car,
04053.png,640,719,1280,215,0.884766,2,car,
04053.png,542,436,52,36,0.859375,2,car,
04053.png,628.5,438,41,36,0.656738,2,car,
04053.png,595,420,14,11,0.640137,2,car,
04053.png,76,421,152,70,0.72168,5,bus,
04053.png,970.5,535,417,407,0.932129,7,truck,
04053.png,573,425,30,35,0.758789,7,truck,
04053.png,1231,433,96,53,0.528809,7,truck,
04054.png,316,517,236,137,0.898438,2,car,
04054.png,640,719,1280,217,0.865723,2,car,
04054.png,543.5,437,51,36,0.84375,2,car,
04054.png,628.5,439,41,35,0.71875,2,car,
04054.png,594.5,421,15,12,0.628906,2,car,
04054.png,660,424,20,18,0.544434,2,car,
04054.png,971,537,420,410,0.933105,7,truck,
04054.png,574.5,427,31,35,0.743164,7,truck,
04054.png,147,334,12,18,0.595703,9,traffic light,
04055.png,319.5,513,233,133,0.907715,2,car,
04055.png,640,718,1280,214,0.833984,2,car,
04055.png,544,437,50,36,0.781738,2,car,
04055.png,197.5,423,57,19,0.740234,2,car,
04055.png,594,421,14,12,0.663574,2,car,
04055.png,628.5,439,41,35,0.630859,2,car,
04055.png,660,424,20,18,0.57959,2,car,
04055.png,973.5,537,425,409,0.928711,7,truck,
04055.png,575,427,32,35,0.746094,7,truck,
04055.png,144.5,335,11,19,0.522461,9,traffic light,
04056.png,320,510,230,131,0.939453,2,car,
04056.png,189.5,421,73,19,0.836426,2,car,
04056.png,544.5,436,49,36,0.824707,2,car,
04056.png,640,719,1280,227,0.78125,2,car,
04056.png,595,420,14,12,0.637207,2,car,
04056.png,628.5,438,41,36,0.556641,2,car,
04056.png,973,537,428,412,0.930664,7,truck,
04056.png,575.5,425,33,35,0.728516,7,truck,
04056.png,627.5,437,41,35,0.519043,7,truck,
04056.png,139.5,331,11,18,0.566895,9,traffic light,
04057.png,322,511,230,131,0.941895,2,car,
04057.png,640,719,1280,213,0.861816,2,car,
04057.png,179.5,422,87,20,0.842773,2,car,
04057.png,544,436,50,36,0.825195,2,car,
04057.png,628,439,42,36,0.682617,2,car,
04057.png,595.5,420,15,12,0.60498,2,car,
04057.png,659,424,20,19,0.533203,2,car,
04057.png,976,539,434,414,0.933105,7,truck,
04057.png,574.5,426,31,35,0.743652,7,truck,
04057.png,135.5,332,11,19,0.580078,9,traffic light,
04058.png,323.5,511,229,132,0.938477,2,car,
04058.png,544.5,436,49,36,0.84082,2,car,
04058.png,167,421,102,21,0.802246,2,car,
04058.png,640,720,1280,235,0.729492,2,car,
04058.png,628.5,438,41,36,0.704102,2,car,
04058.png,595.5,420,15,12,0.646973,2,car,
04058.png,659.5,423,21,19,0.51709,2,car,
04058.png,978.5,537,431,414,0.931152,7,truck,
04058.png,574.5,425,31,35,0.729004,7,truck,
04058.png,131,331,12,19,0.574219,9,traffic light,
04059.png,324,511,228,131,0.941895,2,car,
04059.png,640,720,1280,217,0.852539,2,car,
04059.png,153.5,421,111,21,0.829102,2,car,
04059.png,543.5,436,49,36,0.814453,2,car,
04059.png,594,420,14,12,0.683594,2,car,
04059.png,628,438,42,35,0.678711,2,car,
04059.png,659,424,20,19,0.544434,2,car,
04059.png,976,539,430,417,0.929688,7,truck,
04059.png,574,426,32,35,0.756348,7,truck,
04059.png,1196,432,36,60,0.535645,7,truck,
04059.png,127,330,12,19,0.550293,9,traffic light,
04060.png,325,509,226,129,0.938477,2,car,
04060.png,640,718,1280,216,0.84375,2,car,
04060.png,544.5,436,49,36,0.837402,2,car,
04060.png,137,421,114,22,0.811523,2,car,
04060.png,595.5,420,15,12,0.647949,2,car,
04060.png,628,438,42,36,0.645996,2,car,
04060.png,975,537,434,416,0.92627,7,truck,
04060.png,574,426,30,35,0.744629,7,truck,
04060.png,123,330,12,19,0.591797,9,traffic light,
04061.png,326,508,224,128,0.942871,2,car,
04061.png,116.5,421,121,22,0.856934,2,car,
04061.png,544.5,436,49,36,0.81543,2,car,
04061.png,640,719,1280,220,0.808105,2,car,
04061.png,628,439,42,35,0.672363,2,car,
04061.png,594,420,14,12,0.661133,2,car,
04061.png,976.5,539,433,418,0.928711,7,truck,
04061.png,574.5,426,31,35,0.756348,7,truck,
04061.png,1206,433,48,61,0.608398,7,truck,
04062.png,328,510,222,130,0.938477,2,car,
04062.png,97,421,126,23,0.885742,2,car,
04062.png,544.5,436,49,36,0.854492,2,car,
04062.png,640,720,1280,225,0.750977,2,car,
04062.png,627,438,42,36,0.678711,2,car,
04062.png,594.5,420,15,12,0.664062,2,car,
04062.png,1256.5,428,43,40,0.612793,2,car,
04062.png,975,539,432,419,0.930176,7,truck,
04062.png,574,425,30,34,0.725586,7,truck,
04062.png,1211,432,56,62,0.520508,7,truck,
04062.png,114.5,328,13,20,0.631836,9,traffic light,
04063.png,330,506,220,125,0.936523,2,car,
04063.png,75.5,420,131,24,0.842285,2,car,
04063.png,640,719,1278,220,0.803711,2,car,
04063.png,544.5,436,49,36,0.724121,2,car,
04063.png,628.5,439,41,36,0.631836,2,car,
04063.png,594.5,421,15,12,0.624512,2,car,
04063.png,1261,428,38,39,0.51416,2,car,
04063.png,660.5,424,21,18,0.503418,2,car,
04063.png,976,539,430,421,0.92627,7,truck,
04063.png,574.5,426,31,34,0.782227,7,truck,
04063.png,110.5,327,13,20,0.694824,9,traffic light,
04064.png,331.5,503,219,122,0.936035,2,car,
04064.png,61.5,421,121,25,0.833984,2,car,
04064.png,640,720,1280,218,0.793945,2,car,
04064.png,544.5,437,49,36,0.786621,2,car,
04064.png,628.5,439,41,36,0.672363,2,car,
04064.png,594.5,421,15,12,0.645996,2,car,
04064.png,660.5,424,21,18,0.55957,2,car,
04064.png,1265.5,428,29,39,0.541992,2,car,
04064.png,976,539,430,422,0.931152,7,truck,
04064.png,573.5,426,31,34,0.774414,7,truck,
04064.png,105,327,12,20,0.584961,9,traffic light,
04065.png,332,503,218,122,0.933105,2,car,
04065.png,50,421,100,26,0.850586,2,car,
04065.png,544.5,436,49,36,0.811035,2,car,
04065.png,640,719,1280,231,0.774414,2,car,
04065.png,594.5,420,15,12,0.679199,2,car,
04065.png,627,438,42,36,0.65625,2,car,
04065.png,659.5,424,21,19,0.535645,2,car,
04065.png,977,538,434,421,0.92627,7,truck,
04065.png,573.5,426,31,34,0.774902,7,truck,
04066.png,333.5,504,217,122,0.935059,2,car,
04066.png,640,719,1280,223,0.830078,2,car,
04066.png,544.5,437,49,36,0.790039,2,car,
04066.png,627.5,439,41,36,0.712402,2,car,
04066.png,40,421,80,27,0.6875,2,car,
04066.png,594.5,422,15,13,0.656738,2,car,
04066.png,978.5,538,431,422,0.929688,7,truck,
04066.png,573,426,32,33,0.779297,7,truck,
04067.png,335.5,505,215,123,0.934082,2,car,
04067.png,640,718,1280,225,0.836426,2,car,
04067.png,544.5,437,49,36,0.790527,2,car,
04067.png,627,439,42,36,0.714844,2,car,
04067.png,27.5,421,55,27,0.687988,2,car,
04067.png,594.5,422,15,13,0.677246,2,car,
04067.png,660.5,424,21,18,0.501953,2,car,
04067.png,979,538,430,422,0.930176,7,truck,
04067.png,573,426,32,33,0.774414,7,truck,
04067.png,92,325,12,21,0.622559,9,traffic light,
04068.png,336,502,214,120,0.931152,2,car,
04068.png,544.5,437,49,36,0.801758,2,car,
04068.png,640,718,1280,224,0.783203,2,car,
04068.png,627,439,42,36,0.728516,2,car,
04068.png,594.5,422,15,13,0.67627,2,car,
04068.png,660.5,424,21,18,0.558594,2,car,
04068.png,980.5,538,433,422,0.927734,7,truck,
04068.png,574,426,32,33,0.768066,7,truck,
04068.png,87.5,324,13,21,0.570312,9,traffic light,
04069.png,337.5,502,213,119,0.940918,2,car,
04069.png,640,719,1280,211,0.785645,2,car,
04069.png,544,438,50,36,0.751465,2,car,
04069.png,627.5,440,41,36,0.728027,2,car,
04069.png,594.5,422,15,12,0.655273,2,car,
04069.png,660.5,426,21,19,0.647949,2,car,
04069.png,980.5,536,441,421,0.920898,7,truck,
04069.png,574,427,32,33,0.777344,7,truck,
04070.png,339,501,212,118,0.940918,2,car,
04070.png,640,719,1280,215,0.833496,2,car,
04070.png,544.5,437,49,35,0.802246,2,car,
04070.png,627.5,439,41,36,0.763184,2,car,
04070.png,594.5,421,15,12,0.684082,2,car,
04070.png,660.5,425,21,19,0.585938,2,car,
04070.png,980,536,438,422,0.929688,7,truck,
04070.png,573,427,32,33,0.776855,7,truck,
04070.png,78,322,14,21,0.556152,9,traffic light,
04071.png,340.5,503,211,120,0.941895,2,car,
04071.png,626.5,440,41,35,0.77832,2,car,
04071.png,544.5,438,49,36,0.71582,2,car,
04071.png,640,719,1280,212,0.702637,2,car,
04071.png,660,426,20,19,0.655762,2,car,
04071.png,594,422,14,12,0.649902,2,car,
04071.png,981.5,539,443,425,0.931152,7,truck,
04071.png,574,428,32,33,0.773438,7,truck,
04071.png,73.5,321,13,20,0.640625,9,traffic light,
04072.png,341.5,504,209,121,0.93457,2,car,
04072.png,639,718,1278,218,0.787109,2,car,
04072.png,626.5,440,41,35,0.78125,2,car,
04072.png,544.5,438,49,36,0.762695,2,car,
04072.png,660,426,20,19,0.655273,2,car,
04072.png,594.5,423,15,13,0.641602,2,car,
04072.png,983,537,450,423,0.927734,7,truck,
04072.png,574,428,32,33,0.77002,7,truck,
04072.png,68,320,14,20,0.616699,9,traffic light,
04073.png,343.5,502,207,120,0.94043,2,car,
04073.png,640,717,1280,224,0.843262,2,car,
04073.png,544.5,437,49,36,0.766113,2,car,
04073.png,626.5,440,41,36,0.754395,2,car,
04073.png,594,422,14,12,0.645508,2,car,
04073.png,660,426,20,19,0.63916,2,car,
04073.png,981,538,448,425,0.931152,7,truck,
04073.png,574.5,427,31,33,0.787109,7,truck,
04073.png,63,319,14,21,0.632324,9,traffic light,
04073.png,291,367,8,13,0.507812,9,traffic light,
04074.png,344,503,206,120,0.941895,2,car,
04074.png,640,718,1280,217,0.818848,2,car,
04074.png,626.5,440,41,35,0.797363,2,car,
04074.png,544,438,50,35,0.716797,2,car,
04074.png,660,426,20,19,0.661133,2,car,
04074.png,594,423,14,12,0.616211,2,car,
04074.png,983,537,448,425,0.932129,7,truck,
04074.png,574,428,32,33,0.77002,7,truck,
04074.png,58,318,14,21,0.552734,9,traffic light,
04075.png,344.5,503,207,119,0.942383,2,car,
04075.png,640,720,1280,215,0.823242,2,car,
04075.png,626,440,42,35,0.800781,2,car,
04075.png,544.5,438,49,35,0.750977,2,car,
04075.png,660,426,20,19,0.634766,2,car,
04075.png,594,423,14,12,0.612793,2,car,
04075.png,983,537,446,426,0.929688,7,truck,
04075.png,574,428,32,33,0.765137,7,truck,
04075.png,53,318,14,21,0.572266,9,traffic light,
04076.png,346,501,204,118,0.939941,2,car,
04076.png,640,718,1280,212,0.821777,2,car,
04076.png,626.5,440,41,35,0.769043,2,car,
04076.png,544,438,50,35,0.763184,2,car,
04076.png,660,426,20,19,0.628418,2,car,
04076.png,594,423,14,12,0.600586,2,car,
04076.png,983.5,537,449,426,0.931152,7,truck,
04076.png,574,428,34,33,0.775879,7,truck,
04076.png,1225.5,433,53,58,0.644043,7,truck,
04077.png,347.5,501,203,118,0.937012,2,car,
04077.png,640,720,1280,211,0.809082,2,car,
04077.png,626.5,440,41,36,0.784668,2,car,
04077.png,544,438,50,35,0.742188,2,car,
04077.png,594,423,14,12,0.629883,2,car,
04077.png,660,426,20,19,0.584473,2,car,
04077.png,983,538,448,428,0.930176,7,truck,
04077.png,573,428,34,34,0.78125,7,truck,
04077.png,1228.5,434,59,59,0.713867,7,truck,
04077.png,43,315,14,21,0.638184,9,traffic light,
04078.png,348,502,202,117,0.932129,2,car,
04078.png,640,719,1280,221,0.824707,2,car,
04078.png,626,441,42,36,0.802734,2,car,
04078.png,544.5,438,49,34,0.726074,2,car,
04078.png,660,427,20,19,0.687012,2,car,
04078.png,594.5,424,15,12,0.627441,2,car,
04078.png,983.5,538,449,427,0.933105,7,truck,
04078.png,574,428,34,34,0.763672,7,truck,
04078.png,37.5,315,15,22,0.621582,9,traffic light,
04079.png,349.5,501,201,118,0.94043,2,car,
04079.png,640,718,1280,230,0.755859,2,car,
04079.png,627,440,42,36,0.732422,2,car,
04079.png,545.5,437,49,35,0.731445,2,car,
04079.png,660,426,20,19,0.684082,2,car,
04079.png,594,423,14,11,0.619629,2,car,
04079.png,984,537,448,429,0.930664,7,truck,
04079.png,574,427,32,33,0.78125,7,truck,
04079.png,1236,433,68,60,0.553223,7,truck,
04079.png,32.5,313,17,23,0.536133,9,traffic light,
04080.png,350,501,200,117,0.940918,2,car,
04080.png,627,440,42,36,0.788086,2,car,
04080.png,640,718,1280,223,0.728027,2,car,
04080.png,660,426,20,19,0.696777,2,car,
04080.png,544.5,438,49,35,0.696289,2,car,
04080.png,595,423,14,11,0.612793,2,car,
04080.png,986,537,450,429,0.932129,7,truck,
04080.png,573,428,34,33,0.769531,7,truck,
04080.png,1240.5,434,77,61,0.6875,7,truck,
04080.png,26.5,312,15,22,0.560547,9,traffic light,
04081.png,351.5,501,199,117,0.937988,2,car,
04081.png,627,441,42,36,0.77002,2,car,
04081.png,640,718,1280,223,0.754883,2,car,
04081.png,544.5,438,49,35,0.714844,2,car,
04081.png,660,426,20,19,0.693848,2,car,
04081.png,595,424,14,11,0.638184,2,car,
04081.png,988.5,537,463,430,0.919434,7,truck,
04081.png,573,428,34,34,0.780273,7,truck,
04081.png,1246,433,66,61,0.577637,7,truck,
04081.png,21.5,312,15,23,0.523926,9,traffic light,
04082.png,353.5,499,197,116,0.940918,2,car,
04082.png,545.5,436,49,35,0.808594,2,car,
04082.png,640,718,1280,231,0.806152,2,car,
04082.png,627.5,439,41,36,0.72998,2,car,
04082.png,660,424,20,18,0.618164,2,car,
04082.png,594,421,14,10,0.523438,2,car,
04082.png,996,536,474,432,0.914551,7,truck,
04082.png,574.5,426,33,34,0.76123,7,truck,
04082.png,1253,432,52,61,0.518066,7,truck,
04082.png,272.5,363,9,14,0.507812,9,traffic light,
04083.png,354,500,196,116,0.9375,2,car,
04083.png,544,437,50,35,0.805664,2,car,
04083.png,627,440,42,36,0.775879,2,car,
04083.png,640,718,1280,224,0.748047,2,car,
04083.png,660.5,426,21,19,0.677734,2,car,
04083.png,595,423,14,11,0.586426,2,car,
04083.png,1003,539,494,435,0.914062,7,truck,
04083.png,574,427,34,33,0.755859,7,truck,
04083.png,9,308,16,22,0.52832,9,traffic light,
04084.png,355.5,500,195,115,0.937988,2,car,
04084.png,544,438,50,35,0.82959,2,car,
04084.png,627,440,42,36,0.77832,2,car,
04084.png,640,718,1280,220,0.773926,2,car,
04084.png,660.5,426,21,19,0.681152,2,car,
04084.png,595,423,14,11,0.582031,2,car,
04084.png,1013,538,510,434,0.896973,7,truck,
04084.png,574,428,34,33,0.746582,7,truck,
04085.png,356,497,194,114,0.936523,2,car,
04085.png,545.5,436,49,35,0.853516,2,car,
04085.png,640,718,1280,232,0.791504,2,car,
04085.png,627,438,42,36,0.731934,2,car,
04085.png,660,424,20,19,0.604492,2,car,
04085.png,594,421,14,11,0.553711,2,car,
04085.png,1013.5,537,505,435,0.910645,7,truck,
04085.png,575.5,425,33,34,0.721191,7,truck,
04085.png,266.5,362,9,15,0.546875,9,traffic light,
04086.png,358,498,192,114,0.939941,2,car,
04086.png,545.5,437,49,35,0.749512,2,car,
04086.png,627.5,440,43,36,0.743164,2,car,
04086.png,660.5,426,21,20,0.689453,2,car,
04086.png,640,718,1280,229,0.632812,2,car,
04086.png,595,423,14,11,0.573242,2,car,
04086.png,262.5,420,41,19,0.560059,2,car,
04086.png,1016,539,512,438,0.900879,7,truck,
04086.png,575,427,32,33,0.741699,7,truck,
04086.png,264.5,364,9,15,0.516113,9,traffic light,
04087.png,358.5,496,191,112,0.938965,2,car,
04087.png,545.5,437,49,35,0.792969,2,car,
04087.png,257,421,56,21,0.73584,2,car,
04087.png,627.5,440,43,36,0.691406,2,car,
04087.png,660.5,426,21,19,0.649902,2,car,
04087.png,639,720,1278,223,0.601562,2,car,
04087.png,594,422,14,11,0.569824,2,car,
04087.png,988,537,456,435,0.928711,7,truck,
04087.png,575,427,32,33,0.76123,7,truck,
04088.png,360,495,190,112,0.937988,2,car,
04088.png,545.5,435,49,35,0.847168,2,car,
04088.png,250.5,421,69,23,0.784668,2,car,
04088.png,639,719,1278,227,0.760742,2,car,
04088.png,627.5,438,43,36,0.75293,2,car,
04088.png,595,420,14,11,0.65332,2,car,
04088.png,660,424,20,19,0.611816,2,car,
04088.png,990,537,460,439,0.930176,7,truck,
04088.png,575,425,32,34,0.769043,7,truck,
04088.png,259,360,8,13,0.555176,9,traffic light,
04089.png,360.5,497,189,111,0.938965,2,car,
04089.png,627,441,42,36,0.8125,2,car,
04089.png,545.5,439,49,35,0.766602,2,car,
04089.png,243,421,82,22,0.761719,2,car,
04089.png,660,427,20,19,0.738281,2,car,
04089.png,640,719,1280,214,0.704102,2,car,
04089.png,595,424,14,11,0.688477,2,car,
04089.png,991.5,539,459,440,0.927734,7,truck,
04089.png,575.5,428,33,34,0.746582,7,truck,
04089.png,257.5,362,9,14,0.553223,9,traffic light,
04090.png,361.5,493,187,110,0.937012,2,car,
04090.png,545,434,50,34,0.868164,2,car,
04090.png,640,719,1280,235,0.840332,2,car,
04090.png,627,439,42,37,0.762207,2,car,
04090.png,234.5,419,95,23,0.724609,2,car,
04090.png,660,424,20,19,0.664062,2,car,
04090.png,595,420,14,11,0.64502,2,car,
04090.png,991,535,460,436,0.935547,7,truck,
04090.png,575.5,425,31,34,0.770996,7,truck,
04091.png,363,496,186,111,0.936523,2,car,
04091.png,224.5,420,99,24,0.848633,2,car,
04091.png,640,717,1280,230,0.814941,2,car,
04091.png,545.5,437,49,35,0.806641,2,car,
04091.png,627.5,440,43,36,0.71582,2,car,
04091.png,660.5,426,21,19,0.693848,2,car,
04091.png,595,422,14,11,0.61084,2,car,
04091.png,995,539,462,443,0.930176,7,truck,
04091.png,574,427,34,33,0.73877,7,truck,
04092.png,364,495,184,110,0.938965,2,car,
04092.png,640,719,1280,237,0.862793,2,car,
04092.png,212.5,420,109,24,0.844727,2,car,
04092.png,545.5,437,49,35,0.807617,2,car,
04092.png,627.5,439,43,36,0.71875,2,car,
04092.png,595,422,14,11,0.658203,2,car,
04092.png,660.5,425,21,19,0.637207,2,car,
04092.png,998,537,468,440,0.918457,7,truck,
04092.png,574,426,34,33,0.73584,7,truck,
04093.png,365.5,494,183,109,0.938477,2,car,
04093.png,195.5,420,111,25,0.879395,2,car,
04093.png,640,718,1280,240,0.847656,2,car,
04093.png,545.5,435,49,34,0.827148,2,car,
04093.png,627.5,439,43,36,0.689453,2,car,
04093.png,595,421,14,12,0.677734,2,car,
04093.png,661.5,425,21,19,0.595703,2,car,
04093.png,1000,537,468,442,0.919434,7,truck,
04093.png,575.5,426,31,33,0.733398,7,truck,
04094.png,365.5,494,183,109,0.938965,2,car,
04094.png,180,420,116,25,0.879395,2,car,
04094.png,545.5,436,49,34,0.813477,2,car,
04094.png,640,717,1280,228,0.810547,2,car,
04094.png,628,439,44,36,0.703125,2,car,
04094.png,595,421,14,12,0.675293,2,car,
04094.png,661.5,425,21,19,0.608887,2,car,
